Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,inst16,inst17,inst18,inst19,inst20,inst21,inst22,inst23,inst24,num_academia,num_company
195,Lifted Message Passing for Hybrid Probabilistic Inference,The University of Texas at Dallas,The University of Texas at Dallas,The University of Texas at Dallas,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
196,Differentiable Physics and Stable Modes for Tool-Use and Manipulation Planning -Extended Abstract *,University of Stuttgart,Max Planck Institute for Intelligent Systems,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,,,,,5.0,0.0
197,Learning Generative Adversarial Networks from Multiple Data Sources,Monash University,Monash University," AI Research Lab, Trusting Social, Australi",Monash University,Google (United States),Monash University,,,,,,,,,,,,,,,,,,,4.0,1.0
198,Learning Sound Events from Webly Labeled Data,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
199,Noise-Resilient Similarity Preserving Network Embedding for Social Networks,Wuhan University,City University of Hong Kong,Wuhan University,Wuhan University,Macquarie University,City University of Hong Kong,City University of Hong Kong,,,,,,,,,,,,,,,,,,7.0,0.0
200,Deep Variational Koopman Models: Inferring Koopman Observations for Uncertainty-Aware Dynamics Modeling and Control,Stanford University,Texas A&M University,Stanford University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
201,Scalable Block-Diagonal Locality-Constrained Projective Dictionary Learning,Hefei University of Technology,Soochow University,University of Queensland,University of Georgia,Nanjing University of Information Science and Technology,ETH Zurich,,,,,,,,,,,,,,,,,,,6.0,0.0
202,Average-case Analysis of the Assignment Problem with Independent Preferences,University of Pennsylvania,University of Southampton,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
203,An Ordinal Banzhaf Index for Social Ranking,PSL Research University,PSL Research University,PSL Research University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
204,Observations on Darwiche and Pearl's Approach for Iterated Belief Revision,University of Patras,University of Patras,University of Technology Sydney,University of Technology Sydney,,,,,,,,,,,,,,,,,,,,,4.0,0.0
205,Dual Visual Attention Network for Visual Dialog,Hefei University of Technology,Hefei University of Technology,Hefei University of Technology,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
206,Learning towards Abstractive Timeline Summarization,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,Peking University,,,,,,,,,,,,,,,10.0,0.0
207,FakeTables: Using GANs to Generate Functional Dependency Preserving Tables with Bounded Real Data,George Mason University,George Mason University,George Mason University,George Mason University,George Mason University,George Mason University,George Mason University,,,,,,,,,,,,,,,,,,7.0,0.0
208,Extensible Cross-Modal Hashing,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,Northeastern University,"University of California, Berkeley",,,,,,,,,,,,,,,,,,,6.0,0.0
209,Incremental Few-Shot Learning for Pedestrian Attribute Recognition,Tsinghua University,Tsinghua University,Tsinghua University,University of Warwick,Xidian University,,,,,,,,,,,,,,,,,,,,5.0,0.0
210,On the Convergence of (Stochastic) Gradient Descent with Extrapolation for Non-Convex Minimization,University of Iowa,University of Iowa,Alibaba Group (China),Alibaba Group (China),University of Iowa,,,,,,,,,,,,,,,,,,,,3.0,2.0
211,Entropy-Penalized Semidefinite Programming,Skolkovo Institute of Science and Technology,IBM Research - Ireland,Skolkovo Institute of Science and Technology,Los Alamos National Laboratory,Lehigh University,,,,,,,,,,,,,,,,,,,,5.0,0.0
212,Capturing Spatial and Temporal Patterns for Facial Landmark Tracking through Adversarial Learning,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,,,,,,,,,,5.0,0.0
213,A Strongly Asymptotically Optimal Agent in General Environments,Australian National University,Australian National University,Australian National University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
214,GSTNet: Global Spatial-Temporal Network for Traffic Flow Prediction,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,University of Chinese Academy of Sciences,Institute of Automation,,,,,,,,,,,,,,,,9.0,0.0
215,Improving Cross-Domain Performance for Relation Extraction via Dependency Prediction and Information Flow Control,University of Oregon,University of Oregon,University of Oregon,University of Oregon,,,,,,,,,,,,,,,,,,,,,4.0,0.0
216,Towards Discriminative Representation Learning for Speech Emotion Recognition,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University," Search Technology Center Asia (STCA), Microsof",Chinese University of Hong Kong,,,,,,,,,,,,,,,,8.0,0.0
217,An Online Intelligent Visual Interaction System,Nanyang Technological University,Nanyang Technological University,Zhejiang University,Sichuan University,Nanyang Technological University,,,,,,,,,,,,,,,,,,,,5.0,0.0
218,Achieving a Fairer Future by Changing the Past,Tsinghua University,Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
219,Possibilistic Games with Incomplete Information,Tunis University,Université de Toulouse,Université de Toulouse,Tunis University,Université de Toulouse,,,,,,,,,,,,,,,,,,,,5.0,0.0
220,Achieving Causal Fairness through Generative Adversarial Networks,University of Arkansas at Fayetteville,University of Arkansas at Fayetteville,University of Arkansas at Fayetteville,University of Arkansas at Fayetteville,University of Arkansas at Fayetteville,,,,,,,,,,,,,,,,,,,,5.0,0.0
221,Improving Cross-lingual Entity Alignment via Optimal Transport,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
222,Feature-level Deeper Self-Attention Network for Sequential Recommendation,Soochow University,Zhejiang Lab,Soochow University,Zhejiang Lab,"Rutgers, The State University of New Jersey",University of Central Arkansas,Soochow University,Beihang University,Macquarie University,Zhejiang Lab,University of Queensland,,,,,,,,,,,,,,11.0,0.0
223,Metadata-driven Task Relation Discovery for Multi-task Learning,Hong Kong Polytechnic University,Hong Kong Polytechnic University,Hong Kong Polytechnic University,Hong Kong Polytechnic University,Hong Kong Polytechnic University,,,,,,,,,,,,,,,,,,,,5.0,0.0
224,A Walkthrough for the Principle of Logit Separation *,University of Augsburg,Ben-Gurion University of the Negev,University of Augsburg,Imperial College London,,,,,,,,,,,,,,,,,,,,,4.0,0.0
225,A Replication Study of Semantics in Argumentation,French National Centre for Scientific Research,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
226,Multi-Class Learning using Unlabeled Samples: Theory and Algorithm,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,,,,,,,,,,,,,,,,,,,6.0,0.0
227,Ranked Programming,University of Koblenz and Landau,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
228,Dynamic Hypergraph Neural Networks,Research Organization for Information Science and Technology,Tsinghua University,Research Organization for Information Science and Technology,Tsinghua University,Xiamen University,Research Organization for Information Science and Technology,Tsinghua University,Research Organization for Information Science and Technology,Tsinghua University,,,,,,,,,,,,,,,,9.0,0.0
229,"Obstacle Tower: A Generalization Challenge in Vision, Control, and Planning",DE Technologies (United States),New York University,DE Technologies (United States),DE Technologies (United States),DE Technologies (United States),DE Technologies (United States),DE Technologies (United States),New York University,DE Technologies (United States),,,,,,,,,,,,,,,,2.0,7.0
230,Subgoal-Based Temporal Abstraction in Monte-Carlo Tree Search,Ludwig-Maximilians-Universität München,Ludwig-Maximilians-Universität München,Ludwig-Maximilians-Universität München,Ludwig-Maximilians-Universität München,Ludwig-Maximilians-Universität München,,,,,,,,,,,,,,,,,,,,5.0,0.0
231,Strong Fully Observable Non-Deterministic Planning with LTL and LTLf Goals,University of Toronto,Vector Institute,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
232,Split Q Learning: Reinforcement Learning with Two-Stream Rewards,Columbia University,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
233,Teaching Robots to Interact with Humans in a Smart Environment,Washington State University,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
234,The Expected-Length Model of Options,Brown University,"University of Maryland, Baltimore",Simmons University,Brown University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
235,Profit-driven Task Assignment in Spatial Crowdsourcing,Soochow University,Soochow University, Jinfu Xia and Yan Zhao made equal contribution,Macquarie University,Soochow University,Soochow University,University of Electronic Science and Technology of China,,,,,,,,,,,,,,,,,,6.0,0.0
236,Schelling Games on Graphs,University of Oxford,University of Oxford,The University of Tokyo,University of Oxford,University of Oxford,,,,,,,,,,,,,,,,,,,,5.0,0.0
237,Two-Stage Generative Models of Simulating Training Data at The Voxel Level for Large-Scale Microscopy Bioimage Segmentation,Zhejiang University,Zhejiang University,Janelia Research Campus,Zhejiang University,Zhejiang University,Zhejiang University,,,,,,,,,,,,,,,,,,,6.0,0.0
238,BAYHENN: Combining Bayesian Deep Learning and Homomorphic Encryption for Secure DNN Inference,Peking University,Peking University,Peking University,University of Antwerp,Peking University,Peking University,,,,,,,,,,,,,,,,,,,6.0,0.0
239,Advantage Amplification in Slowly Evolving Latent-State Environments,Google (United States),Google (United States),Google (United States),Google (United States),Alberta Hospital Edmonton,Google (United States),,,,,,,,,,,,,,,,,,,1.0,5.0
240,AI-powered Posture Training: Application of Machine Learning in Sitting Posture Recognition Using the LifeChair Smart Cushion,University of Tsukuba,University of Tsukuba,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
241,Enhancing Stock Movement Prediction with Adversarial Training,National University of Singapore,Tsinghua University,University of Science and Technology of China,University of Illinois Urbana-Champaign,Tsinghua University,National University of Singapore,,,,,,,,,,,,,,,,,,,6.0,0.0
242,Network Embedding with Dual Generation Tasks,Nankai University,Nankai University,Nankai University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
243,Graph Convolutional Networks on User Mobility Heterogeneous Graphs for Social Relationship Inference,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,University of Science and Technology of China,,,,,,,,,,,,,,,,,,,,,4.0,0.0
244,Learning Image-Specific Attributes by Hyperbolic Neighborhood Graph Propagation,Nanjing University of Science and Technology,Information Technology University,Information Technology University,Information Technology University,Information Technology University,Beijing Institute of Technology,Nanjing University of Science and Technology,Minjiang University,,,,,,,,,,,,,,,,,8.0,0.0
245,Marginal Posterior Sampling for Slate Bandits,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
246,Model-Based Diagnosis with Multiple Observations,University of Lisbon,Melentiev Energy Systems Institute,University of Lisbon,TU Wien,University of Lisbon,,,,,,,,,,,,,,,,,,,,4.0,0.0
247,Dynamically Visual Disambiguation of Keyword-based Image Search,Nanjing University of Science and Technology,Inception Institute of Artificial Intelligence,Nanjing University of Science and Technology,University of Electronic Science and Technology of China,Inception Institute of Artificial Intelligence,Nanjing University,Inception Institute of Artificial Intelligence,Inception Institute of Artificial Intelligence,Nanjing University,Inception Institute of Artificial Intelligence,,,,,,,,,,,,,,,10.0,0.0
248,Modeling Source Syntax and Semantics for Neural AMR Parsing,Soochow University,Soochow University,Alibaba Group (China),Soochow University,,,,,,,,,,,,,,,,,,,,,3.0,1.0
249,Sentiment-Controllable Chinese Poetry Generation,Tsinghua University,Tsinghua University,Tsinghua University,University of Washington,Tsinghua University,Tsinghua University,Tsinghua University,University of Washington,Tsinghua University,Tsinghua University,Tsinghua University,University of Washington,Tsinghua University,Tsinghua University,Tsinghua University,University of Washington,Tsinghua University,Tsinghua University,Tsinghua University,University of Washington,Tsinghua University,Tsinghua University,Tsinghua University,University of Washington,24.0,0.0
250,Learning Disentangled Semantic Representation for Domain Adaptation,Guangdong University of Technology,Guangdong University of Technology,Nanyang Technological University,Guangdong University of Technology,Carnegie Mellon University,Foshan University,,,,,,,,,,,,,,,,,,,6.0,0.0
251,Matching User with Item Set: Collaborative Bundle Recommendation with Deep Attention Network,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,University of Science and Technology of China,University of Electronic Science and Technology of China,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,,,,,,,,,8.0,0.0
252,Automated Machine Learning with Monte-Carlo Tree Search,Tel Aviv University,Tel Aviv University,Tel Aviv University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
253,Outlier-Robust Multi-Aspect Streaming Tensor Completion and Factorization,University of Illinois at Chicago,University of Pennsylvania,University of Illinois at Chicago,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
254,On the Efficiency and Equilibria of Rich Ads,University of Mary,University of Mary, Google Researc,University of Mary,,,,,,,,,,,,,,,,,,,,,3.0,1.0
255,Neural Networks for Predicting Human Interactions in Repeated Games *,Hebrew University of Jerusalem,Hebrew University of Jerusalem,Hebrew University of Jerusalem,Hebrew University of Jerusalem,,,,,,,,,,,,,,,,,,,,,4.0,0.0
256,Unsupervised Learning of Monocular Depth and Ego-Motion using Conditional PatchGANs,"TCS Research and Innovation, Bangalore, Indi","TCS Research and Innovation, Bangalore, Indi","TCS Research and Innovation, Bangalore, Indi","TCS Research and Innovation, Bangalore, Indi",,,,,,,,,,,,,,,,,,,,,4.0,0.0
257,Thompson Sampling on Symmetric α-Stable Bandits *,Massachusetts Institute of Technology,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
258,Learning Shared Knowledge for Deep Lifelong Learning Using Deconvolutional Networks,University of Pennsylvania,University of Pennsylvania,Flatiron Institute,University of Pennsylvania,,,,,,,,,,,,,,,,,,,,,4.0,0.0
259,Perturbed-History Exploration in Stochastic Multi-Armed Bandits,University of Alberta,Meta (United States),,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
260,COP: Customized Deep Model Compression via Regularized Correlation-Based Filter-Level Pruning,Zhejiang University," Fabu Inc., Hangzhou, Chin",Zhejiang University,Zhejiang University,Guangzhou Automobile Group (China),Zhejiang University," Fabu Inc., Hangzhou, Chin",Zhejiang University," Fabu Inc., Hangzhou, Chin",,,,,,,,,,,,,,,,5.0,1.0
261,Interactive Reinforcement Learning with Dynamic Reuse of Prior Knowledge from Human and Agent Demonstrations,Washington State University,Washington State University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
262,Adaptive Thompson Sampling Stacks for Memory Bounded Open-Loop Planning,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
263,Color-Sensitive Person Re-Identification,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Center for Excellence in Brain Science and Intelligence Technology,Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Center for Excellence in Brain Science and Intelligence Technology,,,,,,,,,,,,,,,10.0,0.0
264,Resolution-invariant Person Re-Identification,Peking University,Peking University," Horizon Robotics, In",,,,,,,,,,,,,,,,,,,,,,2.0,0.0
265,DeepMellow: Removing the Need for a Target Network in Deep Q-Learning,Brown University,Brown University,Brown University,Brown University,,,,,,,,,,,,,,,,,,,,,4.0,0.0
266,Integrate Learning with Game Theory for Societal Challenges,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
267,Social Media-based User Embedding: A Literature Review,"University of Maryland, Baltimore","University of Maryland, Baltimore",,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
268,Safe and Sample-Efficient Reinforcement Learning Algorithms for Factored Environments,Delft University of Technology,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
269,Coarse-to-Fine Image Inpainting via Region-wise Convolutions and Non-Local Correlation,Beihang University,Beihang University,Beihang University,Beihang University,Beihang University,Beihang University,Beihang University,,,,,,,,,,,,,,,,,,7.0,0.0
270,Parametric Manifold Learning of Gaussian Mixture Models,City University of Hong Kong,City University of Hong Kong,Chinese University of Hong Kong,City University of Hong Kong,,,,,,,,,,,,,,,,,,,,,4.0,0.0
271,Cap-and-Trade Emissions Regulation: A Strategic Analysis,University of Michigan–Ann Arbor,Stanford University,University of Michigan–Ann Arbor,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
272,AsymDPOP: Complete Inference for Asymmetric Distributed Constraint Optimization Problems,Chongqing University,Chongqing University,Chongqing University,Chongqing University,Chongqing University,,,,,,,,,,,,,,,,,,,,5.0,0.0
273,Risk Assessment for Networked-guarantee Loans Using High-order Graph Attention Representation,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Tianjin University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,,5.0,0.0
274,DDL: Deep Dictionary Learning for Predictive Phenotyping,Georgia Institute of Technology,IBM Research - Haifa,Cancer Genomics Centre,Georgia Institute of Technology,,,,,,,,,,,,,,,,,,,,,4.0,0.0
275,Inter-node Hellinger Distance based Decision Tree,University of Dhaka,University of Dhaka,Independent University,University of Dhaka,,,,,,,,,,,,,,,,,,,,,4.0,0.0
276,Graph Convolutional Networks using Heat Kernel for Semi-supervised Learning,CAS Key Laboratory of Network Data Science and Technology,University of Chinese Academy of Sciences,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0
277,Principal Component Analysis in the Local Differential Privacy Model *,"University at Buffalo, State University of New York","University at Buffalo, State University of New York",,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
278,Temporal Pyramid Pooling Convolutional Neural Network for Cover Song Identification,University of Computer Studies Yangon,University of Computer Studies Yangon,University of Computer Studies Yangon,University of Computer Studies Yangon,,,,,,,,,,,,,,,,,,,,,4.0,0.0
279,Intelligent Agent for Assessing and Guiding Rehabilitation Exercises,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
280,A Similarity Measurement Method Based on Graph Kernel for Disconnected Graphs,Central South University,Central South University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
281,MSR: Multi-Scale Shape Regression for Scene Text Detection,Nanyang Technological University,Nanyang Technological University,Shandong University of Science and Technology,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
282,Patent Citation Dynamics Modeling via Multi-Attention Recurrent Networks,Virginia Tech,Virginia Tech,Virginia Tech,Virginia Tech,Virginia Tech,Virginia Tech,Virginia Tech,Virginia Tech,Virginia Tech,Virginia Tech,Virginia Tech,Virginia Tech,,,,,,,,,,,,,12.0,0.0
283,Hypergraph Induced Convolutional Manifold Networks,Xiamen University,Luoyang Institute of Science and Technology,Xiamen University,Beihang University,Xiamen University,Xidian University,Xiamen University,,,,,,,,,,,,,,,,,,7.0,0.0
284,Shielded Base Contraction (Extended Abstract) *,Universidade da Madeira,Atlantic Environmental Research Center,Universidade da Madeira, NOVA Laboratory for Computer Science and Informatics (NOVA LINC,Universidade da Madeira,Atlantic Environmental Research Center,,,,,,,,,,,,,,,,,,,3.0,0.0
285,Feature Evolution Based Multi-Task Learning for Collaborative Filtering with Social Trust,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Northeastern University,Shanghai Jiao Tong University,,,,,,,,,,,,,,,,,,,,5.0,0.0
286,Online Probabilistic Goal Recognition over Nominal Models,Pontifical Catholic University of Rio Grande do Sul,Monash University,Pontifical Catholic University of Rio Grande do Sul,University of Melbourne,,,,,,,,,,,,,,,,,,,,,4.0,0.0
287,Faster Dynamic Controllability Checking in Temporal Networks with Integer Bounds,Massachusetts Institute of Technology,Massachusetts Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
288,Impact of Consuming Suggested Items on the Assessment of Recommendations in User Studies on Recommender Systems *,University of Duisburg-Essen,University of Duisburg-Essen,University of Duisburg-Essen,University of Duisburg-Essen,,,,,,,,,,,,,,,,,,,,,4.0,0.0
289,Counterfactuals in Explainable Artificial Intelligence (XAI): Evidence from Human Reasoning,Trinity College Dublin,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
290,Mixed-World Reasoning with Existential Rules under Active-Domain Semantics,University of Bordeaux,University of Lille,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
291,An Input-aware Factorization Machine for Sparse Prediction,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
292,InteractionNN: A Neural Network for Learning Hidden Features in Sparse Prediction,Tianjin University,Tianjin University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
293,Latent Distribution Preserving Deep Subspace Clustering,Beihang University,Beihang University,Beihang University,Beihang University,Beihang University,Griffith University,Beihang University,University of York,,,,,,,,,,,,,,,,,8.0,0.0
294,Deep Active Learning for Anchor User Prediction,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences,German Research Centre for Artificial Intelligence,Macquarie University,Hefei University of Technology,Institute of Information Engineering,University of Chinese Academy of Sciences,Institute of Information Engineering,University of Chinese Academy of Sciences,,,,,,,,,,,,,,11.0,0.0
295,Multi-Agent Visualization for Explaining Federated Learning," AI Group, WeBan"," AI Group, WeBan"," AI Group, WeBan", The Joint NTU-WeBank Research Centre of Eco-Intelligent Applications (THEIA,Nanyang Technological University," AI Group, WeBan"," AI Group, WeBan",Hong Kong University of Science and Technology,,,,,,,,,,,,,,,,,2.0,4.0
296,Representation Learning with Weighted Inner Product for Universal Approximation of General Similarities,Kyoto University,RIKEN Center for Advanced Intelligence Project,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
297,Approximate Optimal Transport for Continuous Densities with Copulas,Jilin University,Academia Sinica,Jilin University,Academia Sinica,Jilin University,Academia Sinica,Hefei University of Technology,Hefei University of Technology,,,,,,,,,,,,,,,,,8.0,0.0
298,iDev: Enhancing Social Coding Security by Cross-platform User Identification Between GitHub and Stack Overflow,Case Western Reserve University,West Virginia University,Case Western Reserve University,West Virginia University,Case Western Reserve University,West Virginia University,West Virginia University,Case Western Reserve University,West Virginia University,Beijing University of Posts and Telecommunications,George Mason University,The University of Texas at San Antonio,,,,,,,,,,,,,12.0,0.0
299,High-Level Local Search Over Abstract Constraint Specifications in ESSENCE,University of St Andrews,University of St Andrews,University of St Andrews,University of St Andrews,University of York,,,,,,,,,,,,,,,,,,,,5.0,0.0
300,Aspect-Based Sentiment Classification with Attentive Neural Turing Machines,Beihang University,Beihang University,Beihang University,Beihang University,Nanjing University of Aeronautics and Astronautics,Beihang University,Beihang University,Beihang University,Beihang University,National Computer Network Emergency Response Technical Team/Coordination Center of Chinar,National Computer Network Emergency Response Technical Team/Coordination Center of Chinar,,,,,,,,,,,,,,11.0,0.0
301,Knowledge Base Question Answering with Topic Units,Singapore Management University,Singapore Management University,Singapore Management University,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
302,Learning a Generative Model for Fusing Infrared and Visible Images via Conditional Generative Adversarial Network with Dual Discriminators,Wuhan University,Wuhan University,Wuhan University,Harbin Institute of Technology,Wuhan University,,,,,,,,,,,,,,,,,,,,5.0,0.0
303,Automated Essay Scoring: A Survey of the State of the Art,University of North Texas at Dallas,University of North Texas at Dallas,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
304,Single-Channel Signal Separation and Deconvolution with Generative Adversarial Networks,University of Surrey," Tencent AI lab, Bellevue, US",University of Surrey,University of Surrey,University of Surrey,,,,,,,,,,,,,,,,,,,,4.0,0.0
305,Similarity Preserving Representation Learning for Time Series Clustering,The University of Texas at Austin, JD AI Researc, IBM Research 4 Amazo, IBM Research 4 Amazo,The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,2.0,0.0
306,Exact Bernoulli Scan Statistics using Binary Decision Diagrams, NTT Communication Science Laboratorie,RIKEN Center for Advanced Intelligence Project,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
307,Pattern Selection for Optimal Classical Planning with Saturated Cost Partitioning,University of Basel,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0
308,Explicitly Coordinated Policy Iteration, Fuxi AI Lab in Neteas, Fuxi AI Lab in Neteas, Fuxi AI Lab in Neteas,Tianjin University,,,,,,,,,,,,,,,,,,,,,1.0,0.0
309,Identifying Vulnerabilities in Trust and Reputation Systems,University of Southampton,University of Southampton,University of Southampton,,,,,,,,,,,,,,,,,,,,,,3.0,0.0
310,Oblivious and Semi-Oblivious Boundedness for Existential Rules,French National Centre for Scientific Research,University of Lille,French Institute for Research in Computer Science and Automation,University of Montpellier,French Institute for Research in Computer Science and Automation,University of Montpellier,French Institute for Research in Computer Science and Automation,University of Lille,French Institute for Research in Computer Science and Automation,University of Montpellier,French Institute for Research in Computer Science and Automation,University of Lille,French Institute for Research in Computer Science and Automation,,,,,,,,,,,,13.0,0.0
311,Hill Climbing on Value Estimates for Search-control in Dyna,University of Alberta,Sichuan University,Vector Institute,University of Toronto,University of Alberta,,,,,,,,,,,,,,,,,,,,5.0,0.0
312,A Practical Semi-Parametric Contextual Bandit,Institute of Computing Technology,Institute of Computing Technology,Institute of Computing Technology,Institute of Computing Technology,Institute of Computing Technology,Institute of Computing Technology,Institute of Computing Technology,Institute of Computing Technology,Institute of Computing Technology,Institute of Computing Technology,,,,,,,,,,,,,,,10.0,0.0
313,Reinforcement Learning Experience Reuse with Policy Residual Representation *,Nanjing University,Nanjing University,Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Nanjing University,,,,,,,,,,,,,,,,,,3.0,4.0
314,Variational Graph Embedding and Clustering with Laplacian Eigenmaps,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University,,,,,,,,,,,,,,,,9.0,0.0
315,Matrix Completion in the Unit Hypercube via Structured Matrix Factorization,Tokyo Institute of Technology,Technicolor (Germany),Technicolor (Germany),,,,,,,,,,,,,,,,,,,,,,1.0,0.0
316,Generating Multiple Diverse Responses with Multi-Mapping and Posterior Mapping Selection," Baidu Inc., Chin"," Baidu Inc., Chin"," Baidu Inc., Chin",Harbin Institute of Technology," Baidu Inc., Chin",,,,,,,,,,,,,,,,,,,,1.0,0.0
317,GSN: A Graph-Structured Network for Multi-Party Dialogues,Peking University,University of Computer Studies Yangon,Peking University,University of Computer Studies Yangon,University of Illinois at Chicago,Peking University,University of Computer Studies Yangon,Peking University,Peking University,University of Computer Studies Yangon,,,,,,,,,,,,,,,10.0,0.0
318,Face Photo-Sketch Synthesis via Knowledge Transfer,Xidian University,Xidian University,Xidian University,Xidian University,Xidian University,Xidian University,Xidian University,Xidian University," Tencent AI Lab, Shenzhen, Chin",,,,,,,,,,,,,,,,4.0,1.0
319,Privacy-Preserving Obfuscation of Critical Infrastructure Networks,Georgia Institute of Technology,Syracuse University,Georgia Institute of Technology,Georgia Institute of Technology,,,,,,,,,,,,,,,,,,,,,4.0,0.0
320,Latent Semantics Encoding for Label Distribution Learning Suping,Nanjing University,Nanjing University,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0
321,Adversarial Incomplete Multi-view Clustering,Xidian University,Xidian University,Xidian University,Xidian University,Xidian University,Xidian University,,,,,,,,,,,,,,,,,,,6.0,0.0
322,PI-Bully: Personalized Cyberbullying Detection with Peer Influence,Arizona State University,Arizona State University,Arizona State University,Arizona State University,Arizona State University,,,,,,,,,,,,,,,,,,,,5.0,0.0
