Unnamed: 0,title,inst1,inst2,inst3,inst4,inst5,inst6,inst7,inst8,inst9,inst10,inst11,inst12,inst13,inst14,inst15,num_academia,num_company
228,Computational Aspects of the Preference Cores of Supermodular Two-Scenario Cooperative Games,RIKEN Center for Advanced Intelligence Project,National Institute of Informatics,,,,,,,,,,,,,,2.0,0.0
229,Verifying Emergence of Bounded Time Properties in Probabilistic Swarm Systems,"Department of Computing Imperial College London, U","Department of Computing Imperial College London, U",,,,,,,,,,,,,,2.0,0.0
230,Revisiting the Arcade Learning Environment: Evaluation Protocols and Open Problems for General Agents (Extended Abstract) *,University of Alberta,University of Alberta,"Artificial Intelligence Research [Machado et al., 2018]",,,,,,,,,,,,,2.0,0.0
231,Learning Explanatory Rules from Noisy Data (Extended Abstract) *,"Artificial Intelligence Research [Evans and Grefenstette, 2018]","Artificial Intelligence Research [Evans and Grefenstette, 2018]","Artificial Intelligence Research [Evans and Grefenstette, 2018]",,,,,,,,,,,,,3.0,0.0
232,Fast Factorization-Free Kernel Learning for Unlabeled Chunk Data Streams,Dalian University of Technology," Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, P. R. Chin",Dalian University of Technology," Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, P. R. Chin",Dalian University of Technology," Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, P. R. Chin",University of Rochester,Dalian University of Technology," Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, P. R. Chin",Dalian University of Technology," Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, P. R. Chin",Dalian University of Technology," Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, P. R. Chin",Dalian University of Technology," Key Laboratory for Ubiquitous Network and Service Software of Liaoning Province, P. R. Chin",8.0,0.0
233,Binary Coding based Label Distribution Learning,Southeast University,Southeast University,,,,,,,,,,,,,,2.0,0.0
234,Tag-based Weakly-supervised Hashing for Image Retrieval,North University of China,North University of China,North University of China,North University of China,North University of China,Xidian University,North University of China,,,,,,,,,7.0,0.0
235,A Non-Parametric Generative Model for Human Trajectories,National University of Singapore, SAP Innovation Center Singapor,National University of Singapore,National University of Singapore, SAP Innovation Center Singapor,,,,,,,,,,,3.0,0.0
236,"""Chitty-Chitty-Chat Bot"": Deep Learning for Conversational AI",University of Computer Studies Yangon,Beijing Institute of Big Data Research,,,,,,,,,,,,,,2.0,0.0
237,CR-GAN: Learning Complete Representations for Multi-view Generation,"Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey",University of North Carolina at Charlotte,"Rutgers, The State University of New Jersey",,,,,,,,,,,5.0,0.0
238,Cross-media Multi-level Alignment with Relation Attention Network,Peking University,Peking University,Peking University,,,,,,,,,,,,,3.0,0.0
239,Differentiable Submodular Maximization,ETH Zurich,ETH Zurich,ETH Zurich,ETH Zurich,,,,,,,,,,,,4.0,0.0
240,Online Kernel Selection via Incremental Sketched Kernel Alignment,Tianjin University,Tianjin University,,,,,,,,,,,,,,2.0,0.0
241,Learning to Design Games: Strategic Environments in Reinforcement Learning,Peking University,University College London,Shanghai Jiao Tong University,Shanghai Jiao Tong University,University College London,Shanghai Jiao Tong University,Peking University,,,,,,,,,7.0,0.0
242,An Operational Semantics for a Fragment of PRS,University of Nottingham,Pontifical Catholic University of Rio Grande do Sul,University of Nottingham,,,,,,,,,,,,,3.0,0.0
243,Trembling-Hand Perfection in Extensive-Form Games with Commitment,Carnegie Mellon University,Politecnico di Milano,Carnegie Mellon University,Politecnico di Milano,Carnegie Mellon University,,,,,,,,,,,5.0,0.0
244,Reasoning About NP-complete Constraints,Université de Toulouse,,,,,,,,,,,,,,,1.0,0.0
245,Natural Language Understanding: Instructions for (Present and Future) Use,Sapienza University of Rome,,,,,,,,,,,,,,,1.0,0.0
246,"Consequence-based Reasoning for Description Logics with Disjunction, Inverse Roles, Number Restrictions, and Nominals",University of Oxford,University of Oxford,University of Oxford,,,,,,,,,,,,,3.0,0.0
247,Leveraging Qualitative Reasoning to Improve SFL,University of Porto,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento,University of Lisbon,Instituto de Engenharia de Sistemas e Computadores Investigação e Desenvolvimento,,,,,,,,,,,,4.0,0.0
248,Organizing Experience: A Deeper Look at Replay Mechanisms for Sample-based Planning in Continuous State Domains,University of Alberta,University of Alberta,University of Alberta,University of Alberta,University of Alberta,,,,,,,,,,,5.0,0.0
249,Completeness-Preserving Dominance Techniques for Satisficing Planning,Saarland University,,,,,,,,,,,,,,,1.0,0.0
250,Deep Propagation Based Image Matting,Shandong Normal University,Shandong Normal University,Shandong Normal University,Shandong Normal University,Shandong Normal University," Key Lab of Intelligent Computing and Information Security in Universities of Shandong, Chin"," Shandong Provincial Key Lab for Distributed Computer Software Novel Technology, Chin",Shandong Normal University,,,,,,,,6.0,0.0
251,Label Embedding Based on Multi-Scale Locality Preservation,China Medical University,Southeast University,Southeast University,China Medical University,Southeast University,,,,,,,,,,,5.0,0.0
252,Deep Binary Prototype Multi-label Learning,UNSW Sydney,Nanyang Technological University,UNSW Sydney,Nanyang Technological University,,,,,,,,,,,,4.0,0.0
253,A Group-based Approach to Improve Multifactorial Evolutionary Algorithm,Teesside University,Teesside University,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,Teesside University,,,,,,,,,,,5.0,0.0
254,Maintenance of Case Bases: Current Algorithms after Fifty Years,University of Murcia,Robert Gordon University,University of Murcia,University of Murcia,,,,,,,,,,,,4.0,0.0
255,Recent Advances in Querying Probabilistic Knowledge Bases,TU Dresden,University of Oxford,University of Oxford,,,,,,,,,,,,,3.0,0.0
256,"A Virtual Environment with Multi-Robot Navigation, Analytics, and Decision Support for Critical Incident Investigation",Ollscoil na Gaillimhe – University of Galway,Ollscoil na Gaillimhe – University of Galway,Ollscoil na Gaillimhe – University of Galway,Ollscoil na Gaillimhe – University of Galway,Ollscoil na Gaillimhe – University of Galway,Ollscoil na Gaillimhe – University of Galway,Ollscoil na Gaillimhe – University of Galway,Ollscoil na Gaillimhe – University of Galway,,,,,,,,8.0,0.0
257,A Novel Neural Network Model based on Cerebral Hemispheric Asymmetry for EEG Emotion Recognition,Southeast University,Southeast University,Southeast University,Nanjing University of Science and Technology,Southeast University,Southeast University,Southeast University,,,,,,,,,7.0,0.0
258,Best-Case and Worst-Case Behavior of Greedy Best-First Search,University of Basel,University of Basel,University of Basel,,,,,,,,,,,,,3.0,0.0
259,Functional Partitioning of Ontologies for Natural Language Query Completion in Question Answering Systems,IBM Research - Australia,IBM Research - Australia,IBM Research - Australia,IBM Research - Australia,,,,,,,,,,,,4.0,0.0
260,Aspect Sentiment Classification with both Word-level and Clause-level Attention Networks,Soochow University,Southeast University,Soochow University,Alibaba Group (China),Soochow University,Alibaba Group (China),Soochow University,,,,,,,,,5.0,2.0
261,Teaching Semi-Supervised Classifier via Generalized Distillation,Nanjing University of Science and Technology, Jiangsu Key Laboratory of Image and Video Understanding for Social Securit,Carnegie Mellon University, Tencent AI La,Nanjing University of Science and Technology, Jiangsu Key Laboratory of Image and Video Understanding for Social Securit,,,,,,,,,,3.0,1.0
262,Policy Optimization with Second-Order Advantage Information,Chinese University of Hong Kong,Chinese University of Hong Kong,Chinese University of Hong Kong,Chinese University of Hong Kong,Chinese University of Hong Kong,,,,,,,,,,,5.0,0.0
263,Accelerated Asynchronous Greedy Coordinate Descent Algorithm for SVMs,Nanjing University of Information Science and Technology,University of Pittsburgh,Nanjing University of Information Science and Technology,Nanjing University of Information Science and Technology,Nanjing University of Information Science and Technology,,,,,,,,,,,5.0,0.0
264,Experienced Optimization with Reusable Directional Model for Hyper-Parameter Search *,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,3.0,0.0
265,Semantic Structure-based Unsupervised Deep Hashing,Xidian University,Xidian University,University of Sydney," Tencent AI Lab, Shenzhen, Chin",University of Sydney,,,,,,,,,,,4.0,1.0
266,Towards Consumer-Empowering Artificial Intelligence,University of Bologna,European University Institute,European University Institute,University of Modena and Reggio Emilia,European University Institute,European University Institute,University of Bologna,European University Institute,University of Bologna,,,,,,,9.0,0.0
267,Patent Litigation Prediction: A Convolutional Tensor Factorization Approach," Anhui Province Key Lab. of Big Data Analysis and Application, University of S&T of Chin"," Anhui Province Key Lab. of Big Data Analysis and Application, University of S&T of Chin"," Anhui Province Key Lab. of Big Data Analysis and Application, University of S&T of Chin"," Anhui Province Key Lab. of Big Data Analysis and Application, University of S&T of Chin",Drexel University," Anhui Province Key Lab. of Big Data Analysis and Application, University of S&T of Chin",,,,,,,,,,1.0,0.0
268,A Brand-level Ranking System with the Customized Attention-GRU Model *,Alibaba Group (China),Alibaba Group (China),Alibaba Group (China),Zhejiang University,North University of China,Zhejiang University,,,,,,,,,,3.0,3.0
269,Efficient Adaptive Online Learning via Frequent Directions,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,,3.0,0.0
270,Positive and Unlabeled Learning for Detecting Software Functional Clones with Adversarial Training,Nanjing University,Nanjing University,,,,,,,,,,,,,,2.0,0.0
271,"Constrained Coalition Formation on Valuation Structures: Formal Framework, Applications, and Islands of Tractability (Extended Abstract) *",University of Calabria,University of Calabria,,,,,,,,,,,,,,2.0,0.0
272,Affective Image Content Analysis: A Comprehensive Survey *,"University of California, Berkeley",Tsinghua University,University of Chinese Academy of Sciences,National University of Singapore,Imperial College London,"University of California, Berkeley",,,,,,,,,,6.0,0.0
273,Customer Sharing in Economic Networks with Costs,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,ShanghaiTech University,University of Electronic Science and Technology of China,,,,,,,,,,,,4.0,0.0
274,Computational Social Choice Meets Databases,"University of California, Santa Cruz",IBM Research - Almaden,Drexel University,,,,,,,,,,,,,3.0,0.0
275,NPE: Neural Personalized Embedding for Collaborative Filtering,"The Graduate University for Advanced Studies, SOKENDAI","The Graduate University for Advanced Studies, SOKENDAI",National Institute of Informatics,,,,,,,,,,,,,3.0,0.0
276,Where to Prune: Using LSTM to Guide End-to-end Pruning *,Tsinghua University,Tsinghua University,Tsinghua University,Lancaster University,Tsinghua University,,,,,,,,,,,5.0,0.0
277,Beyond Similar and Dissimilar Relations: A Kernel Regression Formulation for Metric Learning,Tianjin University,Tianjin University,Tianjin University,Tianjin University,Tianjin University,Tianjin University,,,,,,,,,,6.0,0.0
278,SentiGAN: Generating Sentimental Texts via Mixture Adversarial Networks,Institute of Computer Science,Institute of Computer Science,,,,,,,,,,,,,,2.0,0.0
279,Scalable Rule Learning via Learning Representation,Griffith University,Griffith University,Griffith University,Griffith University,,,,,,,,,,,,4.0,0.0
280,Causal Inference in Time Series via Supervised Learning,"NTT Communication Science Laboratories, Kyoto 619-0237, Japa","NTT Communication Science Laboratories, Kyoto 619-0237, Japa",,,,,,,,,,,,,,0.0,2.0
281,"Online, Interactive User Guidance for High-dimensional, Constrained Motion Planning",Carnegie Mellon University,Carnegie Mellon University,Carnegie Mellon University,,,,,,,,,,,,,3.0,0.0
282,Redundancy-resistant Generative Hashing for Image Retrieval,IBM Research - China,Nanjing University of Aeronautics and Astronautics,Chinese Academy of Sciences,IBM Research - China,,,,,,,,,,,,4.0,0.0
283,Multi-task Layout Analysis for Historical Handwritten Documents Using Fully Convolutional Networks,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Center for Excellence in Brain Science and Intelligence Technology,Chinese Academy of Sciences,University of Chinese Academy of Sciences,Center for Excellence in Brain Science and Intelligence Technology,,,,,,10.0,0.0
284,Visible Thermal Person Re-Identification via Dual-Constrained Top-Ranking,Hong Kong Baptist University,National Institute of Informatics,Hong Kong Baptist University,Hong Kong Baptist University,,,,,,,,,,,,4.0,0.0
285,An Encoder-Decoder Framework Translating Natural Language to Database Queries,Guangdong University of Technology,Guangdong University of Technology," Singapore R&D, Yitu Technology Ltd"," Singapore R&D, Yitu Technology Ltd",Guangdong University of Technology,Guangdong University of Technology,,,,,,,,,,4.0,0.0
286,Sequential Recommender System based on Hierarchical Attention Network,Zhejiang University,Institute of Computing Technology,University of Chinese Academy of Sciences,Microsoft Research (India),"Rutgers, The State University of New Jersey",University of Technology,Microsoft Research (India),"Rutgers, The State University of New Jersey",Zhejiang University,,,,,,,7.0,2.0
287,Mental Health Computing via Harvesting Social Media Data,Tsinghua University,Beijing Information Science & Technology University,,,,,,,,,,,,,,2.0,0.0
288,Two Approaches to Ontology Aggregation Based on Axiom Weakening,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano,,,,,,,,,,6.0,0.0
289,An Axiomatic View of the Parimutuel Consensus Wagering Mechanism,Duke University,Microsoft Research (United Kingdom),,,,,,,,,,,,,,1.0,1.0
290,Multiwinner Voting with Fairness Constraints,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,,,,,,,,,,,,,3.0,0.0
291,Planning in Factored State and Action Spaces with Learned Binarized Neural Network Transition Models,University of Toronto,University of Toronto,,,,,,,,,,,,,,2.0,0.0
292,Request-and-Reverify: Hierarchical Hypothesis Testing for Concept Drift Detection with Expensive Labels," Nokia Bell Labs, Murray Hill, NJ, US",University of Florida Health," Nokia Bell Labs, Murray Hill, NJ, US",University of Florida Health,"Nokia Bell Labs, Murray Hill, NJ, USA",,,,,,,,,,,2.0,0.0
293,Label-Sensitive Task Grouping by Bayesian Nonparametric Approach for Multi-Task Multi-Label Learning,Nanjing University,Nanjing University,Deakin University,Institute of Computing Technology,"Rutgers, The State University of New Jersey",Nanjing University,,,,,,,,,,6.0,0.0
294,Dilated Convolutional Network with Iterative Optimization for Continuous Sign Language Recognition,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,University of Electronic Science and Technology of China,,,,,,,,,,,,,3.0,0.0
295,DRPose3D: Depth Ranking in 3D Human Pose Estimation,Shanghai Jiao Tong University,Sun Yat-sen University,Tsinghua University, SenseTime Group Limite,Sun Yat-sen University, SenseTime Group Limite,Shanghai Jiao Tong University,East China Normal University,,,,,,,,6.0,0.0
296,"MASTER: across Multiple social networks, integrate Attribute and STructure Embedding for Reconciliation",Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,,,,,,,,,,,5.0,0.0
297,Fact Checking via Evidence Patterns,University of Calabria," ICAR-CNR, Rende, Ital",,,,,,,,,,,,,,2.0,0.0
298,A Conversational Approach to Process-oriented Case-based Reasoning,University of Trier,University of Trier,University of Trier,,,,,,,,,,,,,3.0,0.0
299,Ontology-Based Data Access: A Survey,Free University of Bozen-Bolzano,Free University of Bozen-Bolzano,"Birkbeck, University of London",Sapienza University of Rome,Sapienza University of Rome,Sapienza University of Rome,"Birkbeck, University of London",,,,,,,,,7.0,0.0
300,Exploration by Distributional Reinforcement Learning,Columbia University,Columbia University,,,,,,,,,,,,,,2.0,0.0
301,Generalization-Aware Structured Regression towards Balancing Bias and Variance,Temple University,Macedonian Academy of Sciences and Arts,Temple University,Macedonian Academy of Sciences and Arts,Macedonian Academy of Sciences and Arts,Temple University,,,,,,,,,,6.0,0.0
302,Admissible Abstractions for Near-optimal Task and Motion Planning,Massachusetts Institute of Technology,Massachusetts Institute of Technology,,,,,,,,,,,,,,2.0,0.0
303,Model Checking Probabilistic Epistemic Logic for Probabilistic Multiagent Systems,Institute of Software,University of Chinese Academy of Sciences,Institute of Software,University of Liverpool,University of Technology,Institute of Software,University of Chinese Academy of Sciences,,,,,,,,,7.0,0.0
304,Dynamically Hierarchy Revolution: DirNet for Compressing Recurrent Neural Network on Mobile Devices,Arizona State University," Samsung Research America, Mountain View, CA, US"," Samsung Research America, Mountain View, CA, US",Arizona State University,,,,,,,,,,,,2.0,0.0
305,Counterfactual Resimulation for Causal Analysis of Rule-Based Models,Carnegie Mellon University,Carnegie Mellon University,Harvard Medical School,,,,,,,,,,,,,2.0,0.0
306,Finding Frequent Entities in Continuous Data,MIT Computer Science and Artificial Intelligence Laborator,MIT Computer Science and Artificial Intelligence Laborator,MIT Computer Science and Artificial Intelligence Laborator,MIT Computer Science and Artificial Intelligence Laborator,,,,,,,,,,,,4.0,0.0
307,A Structural Approach to Activity Selection,University of Bergen,TU Wien,University of Sheffield,,,,,,,,,,,,,3.0,0.0
308,Partakable Technology,Research Institute for Artificial Intelligence,,,,,,,,,,,,,,,1.0,0.0
309,Rademacher Complexity Bounds for a Penalized Multiclass Semi-Supervised Algorithm (Extended Abstract) *,Skolkovo Institute of Science and Technology,Los Alamos National Laboratory,University of Washington,Grenoble Alpes University,,,,,,,,,,,,4.0,0.0
310,Reliable Multi-class Classification based on Pairwise Epistemic and Aleatoric Uncertainty,University of Technology of Compiègne,University of Technology of Compiègne,University of Technology of Compiègne,University of Picardie Jules Verne,Paderborn University,,,,,,,,,,,5.0,0.0
311,On a Scientific Discipline (Once) Named AI,Technical University of Darmstadt,,,,,,,,,,,,,,,1.0,0.0
312,Generative Adversarial Positive-Unlabeled Learning,RIKEN Center for Advanced Intelligence Project,Université Laval,RIKEN Center for Advanced Intelligence Project,Guangdong University of Technology,,,,,,,,,,,,4.0,0.0
313,Differential Equations for Modeling Asynchronous Algorithms,University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,Peking University,Microsoft Research (United Kingdom),University of Chinese Academy of Sciences,University of Chinese Academy of Sciences,Microsoft Research (United Kingdom),,,,,,,,,5.0,2.0
314,Content-Aware Hierarchical Point-of-Interest Embedding Model for Successive POI Recommendation,Korea University,Korea University,Korea University,St Petersburg University,Korea University,,,,,,,,,,,5.0,0.0
315,Exploring Encoder-Decoder Model for Distant Supervised Relation Extraction,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,,,,,,,,,,,5.0,0.0
316,"Listen, Think and Listen Again: Capturing Top-down Auditory Attention for Speaker-independent Speech Separation",Institute of Automation,China Aerospace Science and Industry Corporation (China),University of Chinese Academy of Sciences,Institute of Automation,China Aerospace Science and Industry Corporation (China),Institute of Automation,China Aerospace Science and Industry Corporation (China),University of Chinese Academy of Sciences,Institute of Automation,China Aerospace Science and Industry Corporation (China),University of Chinese Academy of Sciences,Center for Excellence in Brain Science and Intelligence Technology,,,,8.0,0.0
317,Optimal Bidding Strategy for Brand Advertising,RIKEN Center for Advanced Intelligence Project, CyberAgent Inc, CyberAgent Inc, CyberAgent Inc, CyberAgent Inc,,,,,,,,,,,1.0,0.0
318,Knowledge-Guided Agent-Tactic-Aware Learning for StarCraft Micromanagement,Zhejiang University,Zhejiang University,Zhejiang University,Zhejiang University,Zhengzhou University,,,,,,,,,,,5.0,0.0
319,Master-Slave Curriculum Design for Reinforcement Learning,Shandong University of Science and Technology,Shandong University of Science and Technology,Shandong University of Science and Technology,,,,,,,,,,,,,3.0,0.0
320,On the Equivalence between Assumption-Based Argumentation and Logic Programming (Extended Abstract) *,Cardiff University,Technical University of Darmstadt,Research Institute for Artificial Intelligence,,,,,,,,,,,,,3.0,0.0
321,IBM Scenario Planning Advisor: Plan Recognition as AI Planning in Practice,IBM Research - Austin,IBM Research - Austin,IBM Research - Austin,IBM Research - Austin,IBM Research - Austin,,,,,,,,,,,5.0,0.0
322,Iterative Metric Learning for Imbalance Data Classification,Tsinghua University,Tsinghua University,Tsinghua University,Tsinghua University,,,,,,,,,,,,4.0,0.0
323,Lightweight Random Indexing for Polylingual Text Classification (Extended Abstract) *,Institute of Information Science and Technologies,Institute of Information Science and Technologies,Institute of Information Science and Technologies,,,,,,,,,,,,,3.0,0.0
324,Improving Data Management Using Domain Knowledge,TU Wien,,,,,,,,,,,,,,,1.0,0.0
325,On Concept Forgetting in Description Logics with Qualified Number Restrictions,University of Manchester,University of Manchester,,,,,,,,,,,,,,2.0,0.0
326,Pseudo-Boolean Constraints from a Knowledge Representation Perspective,European Laboratory for Non-Linear Spectroscopy,Artois University,European Laboratory for Non-Linear Spectroscopy,Artois University,Institut Universitaire de France,European Laboratory for Non-Linear Spectroscopy,European Laboratory for Non-Linear Spectroscopy,Artois University,,,,,,,,4.0,0.0
327,Negotiation Strategies for Agents with Ordinal Preferences,Ariel University,Ariel University,National Ilan University,,,,,,,,,,,,,3.0,0.0
328,"Unchaining the Power of Partial Delete Relaxation, Part II: Finding Plans with Red-Black State Space Search",Saarland University,Saarland University,Saarland University,,,,,,,,,,,,,3.0,0.0
329,PEORL: Integrating Symbolic Planning and Hierarchical Reinforcement Learning for Robust Decision-Making," Maana Inc., Bellevue, WA, US",Auburn University,Auburn University," Maana Inc., Bellevue, WA, US",,,,,,,,,,,,2.0,2.0
330,Scalable Multiplex Network Embedding,Hong Kong University of Science and Technology," Tencent Technology (SZ) Co., Ltd., Chin"," Tencent Technology (SZ) Co., Ltd., Chin",Hong Kong University of Science and Technology,,,,,,,,,,,,2.0,0.0
331,Adversarially Regularized Graph Autoencoder for Graph Embedding,University of Technology Sydney,University of Technology Sydney,University of Technology Sydney,University of Technology Sydney,UNSW Sydney,University of Technology Sydney,,,,,,,,,,6.0,0.0
332,Algorithms or Actions? A Study in Large-Scale Reinforcement Learning,Universidade Federal de Minas Gerais,Lancaster University,Lancaster University,Universidade Federal de Minas Gerais,,,,,,,,,,,,4.0,0.0
333,Advancements in Dueling Bandits,,,,,,,,,,,,,,,,0.0,0.0
334,Modeling the Assimilation-Contrast Effects in Online Product Rating Systems: Debiasing and Recommendations,Chinese University of Hong Kong,Chinese University of Hong Kong,Chinese University of Hong Kong,Chinese University of Hong Kong,,,,,,,,,,,,4.0,0.0
335,Adaptive Graph Guided Embedding for Multi-label Annotation,Northeastern University,Northeastern University,Northeastern University,Northeastern University,,,,,,,,,,,,4.0,0.0
336,Glass-Box: Explaining AI Decisions With Counterfactual Statements Through Conversation With a Voice-enabled Virtual Assistant,University of Bristol,University of Bristol,,,,,,,,,,,,,,2.0,0.0
337,Curly: An AI-based Curling Robot Successfully Competing in the Olympic Discipline of Curling,Korea University,Korea University,Korea University,Korea University,Korea University,Technical University of Berlin,Korea University,,,,,,,,,7.0,0.0
338,From Feature to Paradigm: Deep Learning in Machine Translation (Extended Abstract),Universitat Politècnica de Catalunya,,,,,,,,,,,,,,,1.0,0.0
339,Multi-Agent Path Finding with Deadlines *,University of Southern California,Ben-Gurion University of the Negev,University of Southern California,University of Southern California,University of Southern California,,,,,,,,,,,5.0,0.0
340,A Fast Local Search Algorithm for Minimum Weight Dominating Set Problem on Massive Graphs,Northeast Normal University,Jilin University,Chinese Academy of Sciences,Northeast Normal University,Jilin University,Northeast Normal University,Jilin University,,,,,,,,,7.0,0.0
341,Approximation Guarantees of Stochastic Greedy Algorithms for Subset Selection,University of Science and Technology of China,Nanjing University,Southern University of Science and Technology,,,,,,,,,,,,,3.0,0.0
342,Beyond the Click-Through Rate: Web Link Selection with Multi-level Feedback,Tsinghua University,Chinese University of Hong Kong,Chinese University of Hong Kong,,,,,,,,,,,,,3.0,0.0
343,Reinforced Self-Attention Network: a Hybrid of Hard and Soft Attention for Sequence Modeling,German Research Centre for Artificial Intelligence,University of Washington,German Research Centre for Artificial Intelligence,German Research Centre for Artificial Intelligence,Griffith University,German Research Centre for Artificial Intelligence,,,,,,,,,,6.0,0.0
344,Bootstrapping Entity Alignment with Knowledge Graph Embedding,Nanjing University,Nanjing University,Nanjing University,Nanjing University,,,,,,,,,,,,4.0,0.0
345,MIXGAN: Learning Concepts from Different Domains for Mixture Generation,Sun Yat-sen University,Sun Yat-sen University," Guangdong Key Laboratory of Big Data Analysis and Processing, Guangzhou, Chin",Sun Yat-sen University,Ministry of Education,National University of Defense Technology,,,,,,,,,,4.0,0.0
346,Doubly Aligned Incomplete Multi-view Clustering,Nanjing University of Aeronautics and Astronautics,Nanjing University of Aeronautics and Astronautics,,,,,,,,,,,,,,2.0,0.0
347,A Savage-style Utility Theory for Belief Functions,Renmin University of China,Renmin University of China,Renmin University of China,,,,,,,,,,,,,3.0,0.0
348,Algorithms for the Nearest Assignment Problem,The University of Texas at Dallas,The University of Texas at Dallas,The University of Texas at Dallas,,,,,,,,,,,,,3.0,0.0
349,"GELU-Net: A Globally Encrypted, Locally Unencrypted Deep Neural Network for Privacy-Preserved Learning",Old Dominion University,Old Dominion University,Old Dominion University,Old Dominion University,Old Dominion University,,,,,,,,,,,5.0,0.0
350,"Think Globally, Embed Locally -Locally Linear Meta-embedding of Words",National Institute of Advanced Industrial Science and Technology,National Institute of Informatics,Japan Science and Technology Agency,University of Liverpool,,,,,,,,,,,,4.0,0.0
351,Adversarial Attribute-Image Person Re-identification,Sun Yat-sen University,Sun Yat-sen University,Ministry of Education,Sun Yat-sen University,Sun Yat-sen University,Sun Yat-sen University," YouTu Lab, Tencen"," YouTu Lab, Tencen",Sun Yat-sen University,,,,,,,7.0,0.0
352,Evaluating Brush Movements for Chinese Calligraphy: A Computer Vision Based Approach,Northwest University,Northwest University,Northwest University,Zhejiang University,Northwest University,Northwest University,Northwest University,Northwest University,Lancaster University,,,,,,,9.0,0.0
353,A Graphical Criterion for Effect Identification in Equivalence Classes of Causal Diagrams,Purdue University West Lafayette,Lingnan University,Purdue University West Lafayette,,,,,,,,,,,,,3.0,0.0
354,Virtual-to-Real: Learning to Control in Visual Semantic Segmentation,National Tsing Hua University,National Tsing Hua University,National Tsing Hua University,National Tsing Hua University,National Tsing Hua University,National Tsing Hua University,National Tsing Hua University,National Tsing Hua University,National Tsing Hua University,National Tsing Hua University,National Tsing Hua University,National Tsing Hua University,National Tsing Hua University,,,13.0,0.0
355,Unifying and Merging Well-trained Deep Neural Networks for Inference Stage,"Institute of Information Science, Academia Sinica",Joint Research Center,"Institute of Information Science, Academia Sinica",Joint Research Center,"Institute of Information Science, Academia Sinica",Joint Research Center,National Chiayi University,"Institute of Information Science, Academia Sinica",Joint Research Center,,,,,,,9.0,0.0
356,Active Discriminative Network Representation Learning,Institute of Information Engineering,University of Chinese Academy of Sciences,University of Technology Sydney,Macquarie University,Institute of Information Engineering,University of Chinese Academy of Sciences,University of Technology Sydney,Macquarie University,Institute of Information Engineering,University of Chinese Academy of Sciences,,,,,,10.0,0.0
357,Fast Model Identification via Physics Engines for Data-Efficient Policy Search,"Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey","Rutgers, The State University of New Jersey",,,,,,,,,,,,4.0,0.0
358,Self-Adaptive Double Bootstrapped DDPG,Tsinghua University,Tsinghua University,,,,,,,,,,,,,,2.0,0.0
359,A Reinforced Topic-Aware Convolutional Sequence-to-Sequence Model for Abstractive Text Summarization,Community Science and Data Center,ETH Zurich,Columbia University,Community Science and Data Center, Tencent AI La,Columbia University,,,,,,,,,,5.0,0.0
360,Symbolic Synthesis of Fault-Tolerance Ratios in Parameterised Multi-Agent Systems,University of Cyprus,Imperial College London,Imperial College London,,,,,,,,,,,,,3.0,0.0
361,Tractable (Simple) Contests,Bar-Ilan University,Bar-Ilan University,Bar-Ilan University,,,,,,,,,,,,,3.0,0.0
362,Incentive-Compatible Mechanisms for Norm Monitoring in Open Multi-Agent Systems (Extended Abstract) *,University of Nottingham,Cornell University,Microsoft Research (United Kingdom),University of Nottingham,,,,,,,,,,,,3.0,1.0
363,Complexity of n-Queens Completion (Extended Abstract) *,University of St Andrews,University of St Andrews,University of St Andrews,,,,,,,,,,,,,3.0,0.0
364,Does Tail Label Help for Large-Scale Multi-Label Learning,Nanjing University,Nanjing University,,,,,,,,,,,,,,2.0,0.0
